"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"
"26"	"chr10"	1347982	1348083	0	684.828344743101	193.35383348883	113.184938014148	0	0	0	1291.81888692268	0	0	0	476.50760849484	0	0	0	395.801112956259
"27"	"chr16"	1379321	1379422	283.626603492155	1093.80398949848	210.694984474352	290.554017706405	256.27442739482	214.037506655455	0	478.930849861548	665.592351891867	1030.95158281926	200.598797881069	10.6840270962824	354.709544394496	542.225421947627	168.972330008614	0
"28"	"chr7"	1412961	1413062	814.203956573104	459.754499977689	262.718437430917	637.010352359451	0	539.209872535225	848.612822396882	365.022972055904	306.436082801728	253.966121621584	16.2100038691813	585.484684877136	53.5892117430922	715.059775193776	500.225016559485	487.511126933215
"29"	"chr4"	1469811	1469912	246.950749591264	175.667391035709	105.781021011858	398.217739232211	0	0	424.306411198441	69.8980159255486	0	253.966121621584	247.202559005111	0	0	132.167446599905	776.268922019671	243.755563466608
"30"	"chr5"	1479766	1479868	455.16412669714	910.494205837652	219.790588177619	433.950023883823	400.468050528808	0	361.908409551786	261.470355869906	949.447913727909	689.692310678272	0	308.915026592118	277.953381170351	342.279797604782	376.046263842965	487.511126933215
"31"	"chr17"	1485005	1485106	107.582504772324	175.667391035709	629.483780774964	324.371468698284	132.141501625245	0	46.2115893383979	176.039447516458	0	150.870963339658	901.681465223092	168.807628121477	515.477179624545	167.750989915218	319.541732986436	434.415855682629
"32"	"chr1"	1550995	1551096	467.0058729892	632.677088028184	214.163214671806	0	0	0	802.40123305806	409.032833934169	665.592351891867	253.966121621584	184.388794011909	215.817347345119	140.352697422642	0	0	0
"33"	"chr4"	1693499	1693600	117.362732478899	104.302513427756	165.60799191182	346.456334652349	148.158653337396	45.2771648693352	0	62.1315697115988	0	130.754834894404	0	160.260406444451	296.016598201484	342.279797604782	324.560713086204	255.822670570122
"34"	"chr8"	1701381	1701482	141.813301745584	170.177785066666	325.14658097897	452.049599994766	232.248699826593	0	0	321.01311017764	0	0	204.65129884836	0	699.211619887092	0	776.268922019671	460.963491307922
"35"	"chr11"	1705724	1705825	496.346556109419	286.831911925808	304.337199795994	405.119259842813	0	0	852.813875973524	160.506555088558	174.635617080698	236.364509231986	338.383830768118	0	469.543569559553	232.140258770814	329.579693184282	610.59561937687
"36"	"chr11"	1750072	1750173	63.5714800927371	141.357353724686	156.070358869696	383.724545949878	0	107.018753327519	0	266.647986679729	0	0	48.6300116074824	117.524298059322	257.738589812273	171.139898802391	577.182711415831	265.476356250495
"37"	"chr17"	1770197	1770298	112.472618625612	263.501086554257	280.926645965802	609.404269917044	32.0343034243424	156.412024094067	0	121.674324018548	144.980512293133	253.966121621584	305.963823030615	207.270125668093	193.941909165734	872.644038447818	615.661558844003	0
"38"	"chr11"	1796859	1796960	361.868425142779	263.501086554257	180.347970249251	637.700504420581	224.240123970518	378.681742543946	0	0	0	482.7870826866	204.65129884836	200.859709410324	33.1742739362	726.920956300078	205.778184070197	967.781989604322
"39"	"chr8"	1823293	1823394	290.961774270357	0	87.5728124769723	369.231352667544	0	489.816601767847	0	0	0	0	204.65129884836	0	0	403.280157573205	158.934369810093	487.511126933215
"40"	"chr5"	1883789	1883890	530.577353083419	42.544446266528	330.348926274276	552.81180090997	312.334458387348	0	583.946447093876	72.4868313301986	0	7.54354816697019	644.347653800779	134.618741413374	0	630.337053014459	553.760804285271	236.51529920523
"41"	"chr19"	1905253	1905354	479.231157623654	277.225101478943	574.859155170308	493.458723658376	404.433080732216	391.030060235583	0	0	332.796175945934	253.966121621584	524.798875263876	431.634694690239	515.477179624545	467.669426430855	734.44408786001	0
"42"	"chr16"	1929845	1929946	215.165009544896	338.983168640726	456.072270919747	126.987979235352	0	127.599282813581	239.46005384485	0	273.48596637147	412.380633128719	111.443776600685	482.918024753257	625.207470337365	0	307.830779422002	0
"43"	"chr2"	2057203	2057304	0	679.338738772672	307.805429993449	215.327443050915	0	0	0	1019.99326943313	332.796175945934	0	328.252578350915	0	492.510374592049	171.139898802391	353.001600314841	0
"44"	"chr8"	2130746	2130847	0	373.293205951749	87.5728124769723	0	0	0	0	0	0	683.948367139138	0	215.817347345119	0	0	0	0
"45"	"chr5"	2135237	2135338	0	0	491.621630440154	69.7053581671478	0	0	0	0	0	0	662.58390815338	297.015953276434	257.738589812273	0	0	243.755563466608
"46"	"chr19"	2156244	2156345	212.719952618252	0	87.5728124769723	369.921504728674	0	358.101213057885	0	0	0	0	0	215.817347345119	0	10.1667266615351	548.741824187193	487.511126933215
"47"	"chr16"	2212644	2212745	39.1209108262997	264.873488046864	116.185711603346	458.260968544238	0	0	67.2168572194878	238.171017228057	0	253.966121621584	103.338774666105	0	211.804979746765	171.139898802391	319.541732986436	1141.54833187786
"48"	"chr16"	2235762	2235863	0	524.257370123299	49.4222803088245	110.424329769629	0	0	0	585.072281452458	0	392.264504683973	0	0	145.456431874365	179.612171021178	58.5547678247087	45.8550069887219
"49"	"chr19"	2236935	2237036	246.950749591264	0	0	320.920708393332	404.433080732216	0	0	0	0	0	0	0	0	513.419696407173	168.972330008614	147.218706648246
"50"	"chr9"	2271532	2271633	0	555.822604450494	0	201.524401829712	0	0	0	851.720268129572	0	191.103220230165	0	0	0	0	337.944660017228	217.207927841558
"51"	"chr9"	2299317	2299418	246.950749591264	444.658083560395	516.766299369073	45.5500360300415	404.433080732216	0	0	383.14467988767	0	442.554825797108	415.381349148268	619.673571584377	257.738589812273	0	56.8817744582884	77.2294854546895
"52"	"chr20"	2302589	2302691	859.485452008133	968.928908600235	490.236038474357	774.959570209591	1003.15264142292	415.726695618857	0	1084.33294640182	378.474082448056	585.118025305276	736.343398798292	0	515.477179624545	1211.40202877788	558.271325617126	984.581295569904
"53"	"chr17"	2346611	2346712	1217.63834947056	1419.06314321729	610.408514690715	244.313829615582	985.05483029971	539.209872535225	508.327482722801	629.082143330722	1970.41696253206	485.30159874251	828.736447812687	371.804142951489	308.775934329503	305.00179984554	291.100845757799	0
"54"	"chr9"	2466274	2466375	366.75853899656	285.459510433201	329.481868724913	441.697319079211	600.643189205661	0	0	0	270.190954728444	316.829023014272	474.142613173772	0	372.572614977331	264.334893200495	215.816144268043	856.764604264181
"55"	"chr20"	2476211	2476312	151.593529452158	273.107897001122	111.850423856528	238.79261312724	248.265851538744	0	260.465321725939	178.628262921108	428.351513593348	0	56.7350135420628	0	257.738589812273	342.279797604782	237.565058032013	4.8268428409181
"56"	"chr17"	2593995	2594096	0	160.570974618416	91.0410426744269	340.244966102877	0	0	0	302.89140234326	0	0	212.756300783759	0	0	247.390348764632	649.121426172408	0
"57"	"chr5"	2594804	2594905	0	200.370617901254	163.006819263729	239.48276518837	0	0	0	326.190740987463	65.900232860515	0	380.935090924869	0	0	254.16816653795	160.607363176513	243.755563466608
"58"	"chr9"	2728123	2728224	1401.0176189676	529.746976093728	347.690077259798	663.926282740729	0	1634.09404119619	739.385429416912	608.371620094046	247.125873227264	807.159653866064	214.782551267608	444.455527204914	234.771784779519	510.030787519658	973.682139256922	190.660292216509
"59"	"chr7"	2733397	2733498	481.676214548075	376.038008936963	747.403607477037	248.454741981664	788.844721822221	0	0	261.470355869906	250.42088487029	243.908057398957	561.271383971125	459.41316514122	944.190873568768	171.139898802391	168.972330008614	381.320584432042
"60"	"chr20"	2768410	2768511	1117.39101547792	317.024744760395	556.650946635423	447.218535567553	1021.09342165165	831.453391237714	0	129.440770232497	0	455.127406074122	285.701318194164	79.0618005124894	1184.06639280078	681.170686322049	337.944660017228	345.119263126375
"61"	"chr6"	2848891	2848992	246.950749591264	366.431198490098	87.5728124769723	283.652497095803	404.433080732216	0	0	406.444018529258	0	276.59676612224	204.65129884836	0	0	205.028987674118	168.972330008614	456.136648466516
"62"	"chr7"	2860760	2860861	493.901499182528	909.902189507127	416.187623652521	311.94873159934	808.866161464432	0	0	0	665.592351891867	1159.19190165801	287.727568678013	305.563174954323	497.614109044288	199.945624342845	389.807454376425	243.755563466608
"63"	"chr6"	2876509	2876708	410.757276957205	343.39692218325	653.495610695087	435.045501726568	0	238.154991460032	462.685885579671	229.936242599262	297.676981499363	178.669633301693	268.412005021254	952.199150598596	448.128402388023	442.039738614481	509.464311583014	156.787498109172
"64"	"chr19"	2900824	2900925	283.626603492155	284.08710894198	506.361608777585	314.01918778273	400.428792804178	65.8576943553966	0	261.470355869906	0	266.538701901137	204.65129884836	807.712448480673	267.94605871675	133.861901043492	501.898009926075	183.420027955131
"65"	"chr11"	2911678	2911779	246.950749591264	277.225101478943	576.593270269035	137.340260150906	0	0	424.306411198441	0	0	507.932243243167	593.691391708628	549.158992750424	551.203320787638	0	168.972330008614	236.51529920523
"66"	"chr19"	2945041	2945142	378.983823631014	588.760240270296	647.69198930985	662.545978618469	404.433080732216	0	226.856893116196	372.789418270639	939.078318264003	0	759.843931367935	450.865943463331	410.850623363965	521.89196862596	921.819344897726	243.755563466608
"67"	"chr6"	2963279	2963380	0	554.450202957887	0	0	0	0	0	261.470355869906	0	761.898364864751	0	0	0	0	0	0
"68"	"chr10"	2985896	2985997	689.506053314027	441.913280575181	308.672487542812	565.234538008914	0	473.352178181492	701.575947227131	572.1282044279	0	253.966121621584	72.9450174112236	467.960386816951	257.738589812273	648.97605189408	670.870339934689	84.4697497160667
"69"	"chr16"	3037011	3037112	251.840863445045	188.019004467788	97.1104455190968	338.174509919488	192.205820545811	0	231.057946692414	0	266.895943085419	140.812899117031	56.7350135420628	179.491655217759	0	171.139898802391	563.798764484806	125.497913864114
"70"	"chr6"	3135832	3135933	139.36824481894	0	0	278.131280607461	0	234.618036141516	0	0	0	0	0	0	0	374.474432032751	0	439.242698524034
"71"	"chr16"	3166547	3166648	0	203.115420885082	250.579631740701	381.654089766488	0	0	0	0	227.35580336911	198.646768397136	0	215.817347345119	479.751038461453	408.363520904478	168.972330008614	509.231919717103
"72"	"chr6"	3176875	3176976	246.950749591264	277.225101478943	70.2316614914506	273.990368241379	404.433080732216	0	0	261.470355869906	0	253.966121621584	119.548778535265	47.0097192236424	0	266.029347642541	219.162131001222	263.062934829792
"73"	"chr12"	3242275	3242376	246.950749591264	299.183525357887	948.560958907513	273.300216180249	0	415.726695618857	0	261.470355869906	0	294.198378511075	474.142613173772	861.132583961005	1166.20332222053	171.139898802391	324.560713086204	243.755563466608
"74"	"chr18"	3297393	3297494	586.813662394496	381.527614906006	808.097635926363	741.22331357682	560.600309925283	0	642.761197162625	388.322310697493	0	321.858055123553	658.53140718568	925.2367465387	444.024897300938	816.727041808956	876.648524004886	164.112656591459
"75"	"chr16"	3371985	3372086	0	260.756283569042	135.260977687595	320.230556332202	0	0	0	336.546002604493	121.915430791953	57.8338692801048	64.8400154766432	49.1465246428988	257.738589812273	171.139898802391	383.115480910068	323.398470342487
"76"	"chr10"	3395685	3395786	511.016897668293	226.446246258019	294.799566753869	454.120056178155	432.463096227267	0	424.306411198441	165.684185897858	332.796175945934	0	338.383830768118	369.667337532017	0	730.309865185881	379.769494178579	0
"77"	"chr4"	3410603	3410704	4.89011385328747	561.312210420923	314.741890387482	69.7053581671478	0	8.23221179442458	0	251.115094251307	362.451280732833	507.932243243167	380.935090924869	0	446.576764527057	171.139898802391	0	0
"78"	"chr18"	3450140	3450241	828.874298131979	548.960596987458	886.999872911451	412.710932514545	1137.21777156434	0	231.057946692414	812.88803706113	0	216.248380786733	1608.84288401503	85.4722167702588	482.302905687572	310.085163176813	448.362222200289	354.772948806749
"79"	"chr7"	3482520	3482621	848.434753547104	643.656299969042	545.379198495447	445.148079384164	296.317306675197	707.970214321345	424.306411198441	261.470355869906	665.592351891867	417.409665240541	543.035129616477	771.386756351802	0	526.975331955521	506.916990025842	74.8160640342305
"80"	"chr1"	3494774	3494875	371.648652850341	138.612550739472	268.787840275587	470.683705643181	0	391.030060235583	239.46005384485	261.470355869906	0	0	423.486351081621	215.817347345119	0	247.390348764632	727.752114393653	243.755563466608
"81"	"chr6"	3518369	3518470	224.945237251471	38.427241789122	744.802434828946	245.003981676712	368.394489379876	0	0	0	92.260326004721	0	622.058898480478	647.452042035358	635.414939239264	171.139898802391	168.972330008614	369.253477330966
"82"	"chr19"	3520719	3520820	22.0055123398183	332.121161177689	910.410426744269	151.833453433239	0	37.0449530749522	0	103.552616185998	332.796175945934	253.966121621584	778.080185720537	1049.17146085514	446.576764527057	0	199.086210603841	243.755563466608
"83"	"chr10"	3593970	3594071	0	618.953073103497	0	0	0	0	0	261.470355869906	820.457899113079	253.966121621584	0	0	0	0	0	0
"84"	"chr1"	3619149	3619250	246.950749591264	547.588195494851	253.180804388792	560.403473581702	0	0	424.306411198441	771.466990585162	649.117293675075	0	204.65129884836	408.129835078202	0	655.75386966911	577.182711415831	193.073713636968
"85"	"chr1"	3624830	3624931	667.50054097448	494.064537288712	591.333248606466	350.597247019128	704.754675337069	0	407.502196893569	670.503189804076	332.796175945934	0	960.442729248595	224.364569023009	262.842324264511	330.418616500191	396.499427842782	183.420027955131
"86"	"chr17"	3647991	3648092	212.719952618252	535.236582062771	134.393920138231	267.778999691907	180.192956761698	172.876447682916	176.444250201155	831.009744892895	227.35580336911	105.609674337583	85.1025203130941	331.204839985832	0	321.946344281404	309.503772788591	132.738178125491
"87"	"chr18"	3666413	3666514	0	194.881011930825	81.5034096320397	451.359447933636	0	0	0	176.039447516458	32.9501164302908	160.929027562285	121.575029018911	44.8729138043859	33.1742739362	506.641878632143	593.912645080033	0
"88"	"chr6"	3748455	3748556	413.214620602544	506.416150720791	381.505321681478	393.386674804999	0	53.5093766637597	655.364357892552	232.993386418757	141.685500650107	593.425789136512	326.226327867066	596.16871197234	0	311.77961762057	307.830779422002	487.511126933215
"89"	"chr4"	3757966	3758067	0	349.962380580197	0	0	0	0	0	0	840.227968973231	0	0	0	0	0	0	0
"90"	"chr10"	3777145	3777246	596.593890102059	581.89823280726	377.170033935535	588.009556024109	268.287291178933	728.550743805328	0	522.940711739813	65.900232860515	507.932243243167	350.541333671216	192.312487733298	438.921162848699	964.144578402165	224.181111100989	499.578234036729
"91"	"chr4"	3781001	3781102	0	765.800032798613	95.3763304203695	0	0	0	0	0	240.535849941213	1219.54028699478	222.887553200961	0	0	0	0	0
"92"	"chr1"	3796578	3796679	603.929060882731	0	351.158307457253	588.009556024109	0	600.951460995488	424.306411198441	0	0	0	204.65129884836	474.370803075368	209.253112520904	437.169246444932	824.785729645689	427.17559142052
"93"	"chr20"	3846644	3846745	454.780588357216	584.643035792474	338.152444217674	435.48595052974	392.420216948103	362.217318955097	0	266.647986679729	998.388527837801	50.2903211131346	176.283792077328	0	773.215769436818	630.337053014459	334.59867328405	142.391863807328
"94"	"chr19"	3852797	3852898	0	277.225101478943	573.125040072456	27.6060824424071	0	0	0	261.470355869906	0	253.966121621584	76.9975183785138	632.49440410121	834.460582858526	0	66.9197346568099	0
"95"	"chr1"	3870060	3870161	198.049611058389	558.567407435709	175.145624953945	134.579651907083	324.347322171461	0	0	497.052557693313	194.405686938852	392.264504683973	409.302597696719	0	0	330.418616500191	0	0
"96"	"chr11"	3905110	3905211	303.187058904811	603.856656686204	409.251163258488	461.021576788757	308.33017045931	193.456977168978	0	416.799280148903	224.060791726084	530.562887743824	204.65129884836	399.582613400313	469.543569559553	430.391428671614	404.864394674038	415.108484319444
"97"	"chr9"	3962554	3962655	0	274.480298493729	430.060544441464	344.385878469657	0	0	0	0	0	502.903211131346	395.118844311818	643.178431196414	0	342.279797604782	0	716.786161878043
"98"	"chr7"	4006840	4006941	471.895986842982	525.629771615907	820.236441615703	427.894277858008	772.827570112497	415.726695618857	424.306411198441	261.470355869906	596.397107387994	253.966121621584	788.211438137739	431.634694690239	1163.65145499441	525.280877511764	612.315572110825	108.603963920657
"99"	"chr5"	4029055	4029156	246.950749591264	94.6957029804751	176.879740052672	309.188123355518	0	0	424.306411198441	0	0	173.501607840568	208.703799816059	0	257.738589812273	333.807525385995	81.9766749545922	487.511126933215
"100"	"chr16"	4142358	4142459	364.313482069669	220.95664028759	854.051686037383	101.452352975637	404.433080732216	197.57308306619	0	416.799280148903	0	0	772.001434268987	662.409679969506	750.248964404322	0	113.763548916746	190.660292216509
"101"	"chr19"	4212646	4212747	0	362.313994012277	440.465235032952	273.300216180249	0	0	0	486.697296073668	0	191.103220230165	326.226327867066	358.983310434656	456.784233428957	454.113790880795	97.0336152525434	412.695062898741
"102"	"chr12"	4321086	4321187	775.083045747792	229.191049241848	623.414377930294	1037.98869983479	0	139.947600505218	1188.89816207096	261.470355869906	0	165.958059673598	113.47002708433	1322.6825545217	112.282157937908	1048.86730058148	690.94626033207	1337.03546693529
"103"	"chrY"	4344758	4344859	1073.37999079882	1498.66242977465	854.051686037383	594.220924573581	700.750387408626	1465.33369941007	756.189643719238	1708.61816707158	2013.2521138924	885.109651591676	1035.41399714285	1179.51659143	1153.44398608993	1087.83975278277	274.370912093597	762.641168866522
"104"	"chr16"	4369092	4369193	430.330019090779	329.376358192475	541.910968297992	507.95191694071	300.321594603235	0	424.306411198441	359.845341246082	0	253.966121621584	259.360061906163	350.436088758925	849.771786212664	366.002159815675	466.76514923108	581.634562330874
"105"	"chr9"	4371240	4371341	0	623.070277581319	0	0	0	0	0	522.940711739813	164.750582151288	507.932243243167	0	0	0	0	0	0
"106"	"chr19"	4400659	4400760	92.9121632124619	341.727971624554	99.7116181671878	391.316218621609	0	156.412024094067	0	0	517.316827954045	231.335477120673	233.01880562021	0	0	598.14241858649	358.020580414609	0
"107"	"chr16"	4416642	4416743	552.582865422966	562.684611912144	466.476961511235	564.544385947784	96.1029102729057	415.726695618857	424.306411198441	0	649.117293675075	535.591919855645	380.935090924869	316.247202049526	515.477179624545	538.836513061824	470.111135964259	528.539291080288
"108"	"chr3"	4438470	4438571	931.56668905151	811.089282049108	636.420241168998	412.020780453415	404.433080732216	868.498344312208	289.872696759465	333.957187199582	342.681210876009	900.196747927141	204.65129884836	705.145788354635	773.215769436818	105.056175502524	337.944660017228	803.669333013594
"109"	"chr17"	4514336	4514437	574.588377762512	231.935852227062	93.6422153216422	655.644458007867	404.433080732216	551.558190228109	0	176.039447516458	0	253.966121621584	83.0762698294491	0	170.975104132981	859.08840289947	741.136061324677	0
"110"	"chr17"	4639061	4639162	168.708927938665	403.486038786336	0	360.949527934683	0	107.018753327519	180.645303777373	0	0	739.267720364094	0	0	0	467.669426430855	413.229361506984	0
"111"	"chr16"	4654213	4654314	322.747514317467	668.3595268332	91.0410426744269	62.803837556546	404.433080732216	0	130.232660862758	693.802528445664	665.592351891867	42.7467729461644	8.10500193458039	215.817347345119	0	0	0	219.621349262017
"112"	"chr11"	4688383	4688484	0	673.849132802243	0	0	0	0	0	522.940711739813	952.258364834109	0	0	0	0	0	0	0
"113"	"chr2"	4715282	4715383	0	0	340.753616865765	391.316218621609	0	0	0	0	0	0	182.362543528264	431.634694690239	257.738589812273	618.475871909868	337.944660017228	0
"114"	"chr17"	4719867	4719968	246.950749591264	138.612550739472	489.887515341427	281.582040913111	0	415.726695618857	0	261.470355869906	0	0	409.302597696719	243.595817796101	635.414939239264	62.6948144126944	378.09650081199	349.946105967781
"115"	"chr3"	4722198	4722299	347.198083583904	459.754499977689	318.210120584937	393.386674804999	404.433080732216	0	172.243196624937	502.230188503136	332.796175945934	100.580642226269	320.147576415516	215.817347345119	275.60166039253	342.279797604782	296.119825855877	460.963491307922
"116"	"chr7"	4725464	4725565	1528.16057915357	849.516523839339	607.8073420435	360.949527934683	1817.94671933075	288.127412805276	1130.08341200221	305.480217748171	415.171467023241	942.943520872543	210.730050299909	1076.94993130612	237.32365200538	660.837232998671	168.972330008614	77.2294854546895
"117"	"chr10"	4736219	4736320	0	161.943376111023	87.5728124769723	425.133669613488	0	0	0	0	0	296.712894566986	0	0	257.738589812273	171.139898802391	184.029270306227	977.435675287133
"118"	"chr6"	4810067	4810261	474.807369059212	296.516538952722	782.287031044149	812.750103987846	0	799.309574565681	0	462.290371459821	120.081094413468	2.61820743939384	744.761943231258	676.376016422529	637.703727369615	185.254529630748	1444.10372759985	809.167952951987
"119"	"chr4"	4838861	4838962	435.220132942091	194.881011930825	621.680262831567	255.356262592266	0	0	747.787536565953	160.506555088558	0	201.161284452792	624.085148964328	602.579128230757	324.087137683642	306.696254289298	281.062885558264	243.755563466608
"120"	"chr5"	4862686	4862787	0	152.336565664158	378.037091484899	396.147283048821	0	0	0	287.358509916406	0	0	516.693873330524	194.449293152555	229.668050327796	154.195354366528	639.083465972873	243.755563466608
"121"	"chr3"	4905456	4905557	246.950749591264	827.558099959009	322.545408330879	216.707747173175	0	415.726695618857	0	261.470355869906	332.796175945934	1008.3209383186	204.65129884836	260.690261149721	380.228216653111	149.111991035769	40.151840794086	487.511126933215
"122"	"chr3"	4906489	4906590	0	179.784595513531	182.082085347978	269.15930381347	0	0	0	2.58881540465256	95.5553376477468	253.966121621584	425.512601565471	0	0	342.279797604782	314.522752886669	0
"123"	"chr17"	4934403	4934504	0	188.019004467788	0	171.847863203915	0	0	0	0	0	344.48869962421	0	0	0	133.861901043492	284.408872291442	0
"124"	"chr17"	4997586	4997687	1278.76477263541	1493.17282380422	445.667580328259	423.063213430099	1401.50077481321	621.531990479471	92.4231786767957	554.006496596135	579.922049174529	1755.13220685043	447.801356885771	269.23748282761	632.863072013145	374.474432032751	259.313971795983	571.980876650501
"125"	"chr16"	5033889	5033990	0	856.378531300989	150.868013574389	0	0	0	0	913.851837842217	606.28214231807	218.762896842389	54.7087630584177	98.2930492857977	257.738589812273	0	0	0
"126"	"chr6"	5082750	5082868	58.5984829538049	501.589484456016	671.638943149334	476.123039684337	6.8547979785231	10.5693227699878	82.7037920131332	684.697796304285	0	253.966121621584	1033.66249248891	155.461648511348	489.266475576932	307.471682593865	408.111136038069	638.309060265078
"127"	"chr6"	5143727	5143828	0	0	175.145624953945	305.737363049868	0	0	0	0	0	0	409.302597696719	0	0	342.279797604782	312.849759520079	130.324756705032
"128"	"chr3"	5161478	5161579	0	428.189265650494	156.937416419059	140.791020456555	0	0	0	261.470355869906	332.796175945934	276.59676612224	0	170.944433540734	257.738589812273	3.38890888717267	168.972330008614	243.755563466608
